rank,artist_names,track_name,release_date,streams,week,danceability,energy,valence,country,region,language,streams_millions,year,month,day_of_week,week_number,success_score,music_profile,season,rank_group
71,Mc Livinho,Ela é Espetacular (Mulher Kama Sutra 2),2021-02-26,1287378,2021-07-29,0.904,0.713,0.77,Brazil,South America,Portuguese,1.29,2021,7,3,30,107.71173628359928,🔥 Música para Balada,☀️ Verão,📈 Top 51-100
73,Ed Sheeran,Bad Habits,2021-06-25,1272518,2021-07-29,0.8079999999999999,0.897,0.591,Brazil,South America,Portuguese,1.27,2021,7,3,30,104.93181843114385,🔥 Música para Balada,☀️ Verão,📈 Top 51-100
74,VMZ,Plutão,2021-03-26,1255003,2021-07-29,0.8290000000000001,0.425,0.716,Brazil,South America,Portuguese,1.26,2021,7,3,30,103.55133128709271,💃 Dançante,☀️ Verão,📈 Top 51-100
78,Olivia Rodrigo,traitor,2021-05-21,1238673,2021-07-29,0.38,0.3389999999999999,0.0849,Brazil,South America,Portuguese,1.24,2021,7,3,30,99.19653150163467,😢 Melancólica/Triste,☀️ Verão,📈 Top 51-100
79,Luísa Sonza,MULHER DO ANO XD,2021-07-18,1233525,2021-07-29,0.736,0.525,0.8009999999999999,Brazil,South America,Portuguese,1.23,2021,7,3,30,97.84419342758734,💃 Dançante,☀️ Verão,📈 Top 51-100
80,Bruno & Marrone,Coração de Isca,2021-07-02,1227105,2021-07-29,0.7190000000000001,0.7929999999999999,0.7659999999999999,Brazil,South America,Portuguese,1.23,2021,7,3,30,97.04219184211532,🔥 Música para Balada,☀️ Verão,📈 Top 51-100
82,Luísa Sonza,2000 s2,2021-07-18,1220608,2021-07-29,0.836,0.8029999999999999,0.718,Brazil,South America,Portuguese,1.22,2021,7,3,30,94.90335631021838,🔥 Música para Balada,☀️ Verão,📈 Top 51-100
84,João Gomes,Tô Sem Você,2021-06-01,1195017,2021-07-29,0.594,0.887,0.6629999999999999,Brazil,South America,Portuguese,1.2,2021,7,3,30,92.24951116261961,⚡ Energética,☀️ Verão,📈 Top 51-100
85,Dj Wesley Gonzaga,Mtg Ta Brotando No Plantão Pra Tira Foto Com Revolver,2021-05-12,1191635,2021-07-29,0.911,0.4479999999999999,0.54,Brazil,South America,Portuguese,1.19,2021,7,3,30,90.9325790840955,💃 Dançante,☀️ Verão,📈 Top 51-100
86,Léo & Raphael,Os Menino da Pecuária,2021-04-30,1169616,2021-07-29,0.857,0.805,0.7340000000000001,Brazil,South America,Portuguese,1.17,2021,7,3,30,89.09362426852233,🔥 Música para Balada,☀️ Verão,📈 Top 51-100
87,Zé Vaqueiro,Cadê o Amor,2021-05-07,1169539,2021-07-29,0.579,0.8320000000000001,0.652,Brazil,South America,Portuguese,1.17,2021,7,3,30,88.31889710096996,⚡ Energética,☀️ Verão,📈 Top 51-100
89,Olivia Rodrigo,deja vu,2021-05-21,1150857,2021-07-29,0.442,0.612,0.178,Brazil,South America,Portuguese,1.15,2021,7,3,30,85.732398319632,😢 Melancólica/Triste,☀️ Verão,📈 Top 51-100
90,Zé Vaqueiro,Eu Tenho Medo,2020-10-01,1149938,2021-07-29,0.597,0.895,0.384,Brazil,South America,Portuguese,1.15,2021,7,3,30,84.96693047749243,⚡ Energética,☀️ Verão,📈 Top 51-100
93,Harry Styles,Watermelon Sugar,2019-12-13,1127808,2021-07-29,0.5479999999999999,0.816,0.557,Brazil,South America,Portuguese,1.13,2021,7,3,30,81.66117380990403,⚡ Energética,☀️ Verão,📈 Top 51-100
96,João Gomes,É Amor,2021-06-01,1108190,2021-07-29,0.665,0.908,0.831,Brazil,South America,Portuguese,1.11,2021,7,3,30,78.40223448623739,⚡ Energética,☀️ Verão,📈 Top 51-100
98,The Weeknd,Blinding Lights,2020-03-20,1101022,2021-07-29,0.514,0.73,0.3339999999999999,Brazil,South America,Portuguese,1.1,2021,7,3,30,76.41954650712587,⚡ Energética,☀️ Verão,📈 Top 51-100
100,Olivia Rodrigo,drivers license,2021-05-21,1063248,2021-07-29,0.561,0.431,0.1369999999999999,Brazil,South America,Portuguese,1.06,2021,7,3,30,72.99330426295047,😢 Melancólica/Triste,☀️ Verão,📈 Top 51-100
101,Måneskin,I WANNA BE YOUR SLAVE,2021-03-19,1056672,2021-07-29,0.75,0.608,0.958,Brazil,South America,Portuguese,1.06,2021,7,3,30,72.27059828014897,💃 Dançante,☀️ Verão,📉 Top 101-200
102,Luísa Sonza,caos / flor ***,2021-07-18,1055089,2021-07-29,0.715,0.693,0.639,Brazil,South America,Portuguese,1.06,2021,7,3,30,71.54789229734749,💃 Dançante,☀️ Verão,📉 Top 101-200
103,Os Barões Da Pisadinha,Recairei - Ao Vivo,2020-10-15,1053927,2021-07-29,0.5820000000000001,0.937,0.939,Brazil,South America,Portuguese,1.05,2021,7,3,30,70.34829972873105,⚡ Energética,☀️ Verão,📉 Top 101-200
104,Douglas & Vinicius,Volume 3,2020-11-20,1050166,2021-07-29,0.6709999999999999,0.856,0.696,Brazil,South America,Portuguese,1.05,2021,7,3,30,69.63045993558073,⚡ Energética,☀️ Verão,📉 Top 101-200
107,Jorge & Mateus,Lance Individual,2021-04-22,1043902,2021-07-29,0.752,0.62,0.962,Brazil,South America,Portuguese,1.04,2021,7,3,30,67.01728193847576,💃 Dançante,☀️ Verão,📉 Top 101-200
108,Gusttavo Lima,Fala Comigo - Ao Vivo,2021-02-04,1033575,2021-07-29,0.818,0.919,0.949,Brazil,South America,Portuguese,1.03,2021,7,3,30,65.84732875399374,🔥 Música para Balada,☀️ Verão,📉 Top 101-200
112,Gloria Groove,BONEKINHA,2021-06-17,995795,2021-07-29,0.652,0.823,0.353,Brazil,South America,Portuguese,1.0,2021,7,3,30,61.69009906983513,⚡ Energética,☀️ Verão,📉 Top 101-200
113,Matheus & Kauan,Expectativa x Realidade,2021-07-02,993854,2021-07-29,0.585,0.8390000000000001,0.568,Brazil,South America,Portuguese,0.99,2021,7,3,30,60.55584820880329,⚡ Energética,☀️ Verão,📉 Top 101-200
114,Guilherme & Benuto,Pulei na Piscina - Ao Vivo,2020-08-21,988450,2021-07-29,0.652,0.773,0.527,Brazil,South America,Portuguese,0.99,2021,7,3,30,59.86771357006689,⚡ Energética,☀️ Verão,📉 Top 101-200
115,Doja Cat,Ain't Shit,2021-06-25,978782,2021-07-29,0.855,0.488,0.619,Brazil,South America,Portuguese,0.98,2021,7,3,30,58.74632864475417,💃 Dançante,☀️ Verão,📉 Top 101-200
117,Nêgo Jhá,Bom Dia,2021-04-27,973788,2021-07-29,0.795,0.823,0.823,Brazil,South America,Portuguese,0.97,2021,7,3,30,56.95481759099136,🔥 Música para Balada,☀️ Verão,📉 Top 101-200
118,João Gomes,Fica Comigo,2021-06-01,964363,2021-07-29,0.659,0.91,0.923,Brazil,South America,Portuguese,0.96,2021,7,3,30,55.85439127912134,⚡ Energética,☀️ Verão,📉 Top 101-200
119,João Gomes,Esperando Você,2021-06-01,958925,2021-07-29,0.648,0.867,0.936,Brazil,South America,Portuguese,0.96,2021,7,3,30,55.18144680587891,⚡ Energética,☀️ Verão,📉 Top 101-200
120,Nadson O Ferinha,Na Ponta do Pé - Brega Funk,2021-05-07,958090,2021-07-29,0.8009999999999999,0.4479999999999999,0.6859999999999999,Brazil,South America,Portuguese,0.96,2021,7,3,30,54.50850233263649,💃 Dançante,☀️ Verão,📉 Top 101-200
121,BTS,Butter,2021-06-04,956920,2021-07-29,0.759,0.4589999999999999,0.695,Brazil,South America,Portuguese,0.96,2021,7,3,30,53.835557859394065,💃 Dançante,☀️ Verão,📉 Top 101-200
123,Mc Kevin,Doutora 3,2021-03-31,949373,2021-07-29,0.882,0.419,0.163,Brazil,South America,Portuguese,0.95,2021,7,3,30,52.09069106090112,💃 Dançante,☀️ Verão,📉 Top 101-200
124,BTS,Permission to Dance,2021-07-23,948317,2021-07-29,0.7020000000000001,0.741,0.6459999999999999,Brazil,South America,Portuguese,0.95,2021,7,3,30,51.42286168832547,🔥 Música para Balada,☀️ Verão,📉 Top 101-200
126,Camila Cabello,Don't Go Yet,2021-07-23,943070,2021-07-29,0.6659999999999999,0.7959999999999999,0.61,Brazil,South America,Portuguese,0.94,2021,7,3,30,49.70159798064276,⚡ Energética,☀️ Verão,📉 Top 101-200
127,Tarcísio do Acordeon,Proteção de Tela,2021-07-02,940553,2021-07-29,0.482,0.777,0.7809999999999999,Brazil,South America,Portuguese,0.94,2021,7,3,30,49.038910007567516,⚡ Energética,☀️ Verão,📉 Top 101-200
128,Tarcísio do Acordeon,Meia Noite (Você tem meu Whatsapp),2020-12-17,939272,2021-07-29,0.7090000000000001,0.816,0.921,Brazil,South America,Portuguese,0.94,2021,7,3,30,48.37622203449228,🔥 Música para Balada,☀️ Verão,📉 Top 101-200
130,Olivia Rodrigo,favorite crime,2021-05-21,931642,2021-07-29,0.369,0.272,0.218,Brazil,South America,Portuguese,0.93,2021,7,3,30,46.68392020709239,😢 Melancólica/Triste,☀️ Verão,📉 Top 101-200
132,Doja Cat,Need to Know,2021-06-25,926042,2021-07-29,0.664,0.609,0.1939999999999999,Brazil,South America,Portuguese,0.93,2021,7,3,30,45.368880201258804,😢 Melancólica/Triste,☀️ Verão,📉 Top 101-200
134,João Gomes,Que Nem Vovô,2021-06-01,915803,2021-07-29,0.6779999999999999,0.904,0.961,Brazil,South America,Portuguese,0.92,2021,7,3,30,43.705787464659245,⚡ Energética,☀️ Verão,📉 Top 101-200
136,Jonas Esticado,Investe Em Mim,2019-12-13,899058,2021-07-29,0.632,0.953,0.7979999999999999,Brazil,South America,Portuguese,0.9,2021,7,3,30,41.72050260120566,⚡ Energética,☀️ Verão,📉 Top 101-200
137,Jessé Aguiar,Alívio,2021-03-26,897733,2021-07-29,0.521,0.268,0.444,Brazil,South America,Portuguese,0.9,2021,7,3,30,41.07864871503327,🎵 Neutra/Equilibrada,☀️ Verão,📉 Top 101-200
138,Hungria Hip Hop,Amor e Fé - Acústico,2020-08-21,886249,2021-07-29,0.632,0.6970000000000001,0.8370000000000001,Brazil,South America,Portuguese,0.89,2021,7,3,30,40.10434023150771,😊 Feliz/Positiva,☀️ Verão,📉 Top 101-200
140,Jonas Esticado,Paredão No Talo,2021-07-02,871747,2021-07-29,0.7290000000000001,0.807,0.911,Brazil,South America,Portuguese,0.87,2021,7,3,30,38.18224428285621,🔥 Música para Balada,☀️ Verão,📉 Top 101-200
142,Tiësto,The Business,2020-09-16,866018,2021-07-29,0.7979999999999999,0.62,0.235,Brazil,South America,Portuguese,0.87,2021,7,3,30,36.93036742112322,💃 Dançante,☀️ Verão,📉 Top 101-200
143,Dua Lipa,Don't Start Now,2020-03-27,865057,2021-07-29,0.7929999999999999,0.7929999999999999,0.679,Brazil,South America,Portuguese,0.87,2021,7,3,30,36.304428990256724,🔥 Música para Balada,☀️ Verão,📉 Top 101-200
144,João Bosco e Gabriel,Cola Aqui - Ao Vivo,2021-07-23,862045,2021-07-29,0.6579999999999999,0.865,0.8009999999999999,Brazil,South America,Portuguese,0.86,2021,7,3,30,35.37285980033126,⚡ Energética,☀️ Verão,📉 Top 101-200
145,Maiara & Maraisa,Incomparável,2021-06-04,861999,2021-07-29,0.45,0.765,0.6920000000000001,Brazil,South America,Portuguese,0.86,2021,7,3,30,34.75228331260615,⚡ Energética,☀️ Verão,📉 Top 101-200
146,Henrique & Juliano,Volta Por Baixo - Ao Vivo,2020-05-15,858642,2021-07-29,0.532,0.769,0.4629999999999999,Brazil,South America,Portuguese,0.86,2021,7,3,30,34.13170682488104,⚡ Energética,☀️ Verão,📉 Top 101-200
151,Israel & Rodolffo,Coração Traumatizou - Ao Vivo,2021-05-27,848383,2021-07-29,0.899,0.625,0.797,Brazil,South America,Portuguese,0.85,2021,7,3,30,30.759281954511675,💃 Dançante,☀️ Verão,📉 Top 101-200
152,MC Hariel,Maçã Verde,2020-10-09,837000,2021-07-29,0.5820000000000001,0.531,0.1689999999999999,Brazil,South America,Portuguese,0.84,2021,7,3,30,29.87851300942382,😢 Melancólica/Triste,☀️ Verão,📉 Top 101-200
157,Gusttavo Lima,Espetinho - Ao Vivo,2021-02-04,809397,2021-07-29,0.8270000000000001,0.926,0.949,Brazil,South America,Portuguese,0.81,2021,7,3,30,26.10638119222031,🔥 Música para Balada,☀️ Verão,📉 Top 101-200
158,João Bosco e Gabriel,Localiza Aí Bebê - Ao Vivo,2021-04-09,804228,2021-07-29,0.7490000000000001,0.929,0.923,Brazil,South America,Portuguese,0.8,2021,7,3,30,25.27482659079112,🔥 Música para Balada,☀️ Verão,📉 Top 101-200
160,Luísa Sonza,o conto dos dois mundos (hipocrisia),2021-07-18,785243,2021-07-29,0.68,0.578,0.4029999999999999,Brazil,South America,Portuguese,0.79,2021,7,3,30,23.87084041395921,🎵 Neutra/Equilibrada,☀️ Verão,📉 Top 101-200
166,Di Propósito,Manda Áudio,2019-05-30,773237,2021-07-29,0.63,0.63,0.942,Brazil,South America,Portuguese,0.77,2021,7,3,30,19.98428413050082,😊 Feliz/Positiva,☀️ Verão,📉 Top 101-200
167,Masked Wolf,Astronaut In The Ocean,2019-01-01,771482,2021-07-29,0.778,0.695,0.472,Brazil,South America,Portuguese,0.77,2021,7,3,30,19.413304583915085,💃 Dançante,☀️ Verão,📉 Top 101-200
170,Ariana Grande,positions,2020-10-30,755854,2021-07-29,0.737,0.802,0.682,Brazil,South America,Portuguese,0.76,2021,7,3,30,17.524728080551874,🔥 Música para Balada,☀️ Verão,📉 Top 101-200
171,Olivia Rodrigo,"jealousy, jealousy",2021-05-21,751250,2021-07-29,0.695,0.575,0.6990000000000001,Brazil,South America,Portuguese,0.75,2021,7,3,30,16.78847363806268,🎵 Neutra/Equilibrada,☀️ Verão,📉 Top 101-200
172,Tarcísio do Acordeon,Meu Sonho,2021-06-04,746893,2021-07-29,0.647,0.7829999999999999,0.7090000000000001,Brazil,South America,Portuguese,0.75,2021,7,3,30,16.228857850127255,⚡ Energética,☀️ Verão,📉 Top 101-200
175,MC Rogerinho,Recaída Sem Compromisso,2020-12-12,739101,2021-07-29,0.926,0.617,0.968,Brazil,South America,Portuguese,0.74,2021,7,3,30,14.401012943887379,💃 Dançante,☀️ Verão,📉 Top 101-200
176,Roger & Gustavo,Prefiro Ficar Sem (Ou é Você Ou é Ninguém),2021-03-05,736989,2021-07-29,0.72,0.8140000000000001,0.963,Brazil,South America,Portuguese,0.74,2021,7,3,30,13.847127830660941,🔥 Música para Balada,☀️ Verão,📉 Top 101-200
177,MC Ruanzin,Toma de Cima da Laje 2,2020-03-19,728760,2021-07-29,0.851,0.4539999999999999,0.6,Brazil,South America,Portuguese,0.73,2021,7,3,30,13.154913804232503,💃 Dançante,☀️ Verão,📉 Top 101-200
183,Olivia Rodrigo,happier,2021-05-21,709378,2021-07-29,0.395,0.4429999999999999,0.3379999999999999,Brazil,South America,Portuguese,0.71,2021,7,3,30,9.656880669262232,🎵 Neutra/Equilibrada,☀️ Verão,📉 Top 101-200
184,Os Barões Da Pisadinha,Esquema Preferido - Ao Vivo,2021-01-22,707009,2021-07-29,0.62,0.943,0.968,Brazil,South America,Portuguese,0.71,2021,7,3,30,9.120387298747664,⚡ Energética,☀️ Verão,📉 Top 101-200
186,Anitta,Girl From Rio,2021-04-29,703345,2021-07-29,0.6920000000000001,0.639,0.733,Brazil,South America,Portuguese,0.7,2021,7,3,30,7.959423765932556,😊 Feliz/Positiva,☀️ Verão,📉 Top 101-200
187,Os Barões Da Pisadinha,Tá Rocheda,2019-09-26,697787,2021-07-29,0.775,0.8859999999999999,0.939,Brazil,South America,Portuguese,0.7,2021,7,3,30,7.4287955148703855,🔥 Música para Balada,☀️ Verão,📉 Top 101-200
188,Hozier,Take Me to Church,2014-07-20,694352,2021-07-29,0.5660000000000001,0.664,0.4370000000000001,Brazil,South America,Portuguese,0.69,2021,7,3,30,6.821470876154768,🎵 Neutra/Equilibrada,☀️ Verão,📉 Top 101-200
191,Jorge & Mateus,Namorando Com Saudade,2021-04-22,692644,2021-07-29,0.6779999999999999,0.8390000000000001,0.7979999999999999,Brazil,South America,Portuguese,0.69,2021,7,3,30,5.247285289349821,⚡ Energética,☀️ Verão,📉 Top 101-200
192,Henrique & Juliano,Briga Feia - Ao Vivo,2020-05-15,692530,2021-07-29,0.589,0.846,0.565,Brazil,South America,Portuguese,0.69,2021,7,3,30,4.7225567604148395,⚡ Energética,☀️ Verão,📉 Top 101-200
194,Alok,Alive (It Feels Like),2020-09-11,691752,2021-07-29,0.66,0.855,0.616,Brazil,South America,Portuguese,0.69,2021,7,3,30,3.673099702544875,⚡ Energética,☀️ Verão,📉 Top 101-200
195,IZA,Gueto,2021-06-03,691339,2021-07-29,0.6890000000000001,0.736,0.675,Brazil,South America,Portuguese,0.69,2021,7,3,30,3.1483711736098927,⚡ Energética,☀️ Verão,📉 Top 101-200
196,Tarcísio do Acordeon,Eu Tenho a Senha,2021-06-04,685653,2021-07-29,0.77,0.743,0.965,Brazil,South America,Portuguese,0.69,2021,7,3,30,2.6236426446749106,🔥 Música para Balada,☀️ Verão,📉 Top 101-200
199,Lewis Capaldi,Someone You Loved,2019-05-17,665545,2021-07-29,0.501,0.405,0.446,Brazil,South America,Portuguese,0.67,2021,7,3,30,1.0256472528573275,🎵 Neutra/Equilibrada,☀️ Verão,📉 Top 101-200
2,Henrique & Juliano,Arranhão - Ao Vivo,2021-08-06,6756689,2021-10-21,0.486,0.871,0.6629999999999999,Brazil,South America,Portuguese,6.76,2021,10,3,42,407.7474845048303,⚡ Energética,🍂 Outono,🏆 Top 10
6,Gusttavo Lima,Nota de Repúdio - Ao Vivo,2021-09-03,5223456,2021-10-21,0.8109999999999999,0.807,0.7659999999999999,Brazil,South America,Portuguese,5.22,2021,10,3,42,356.4151318164622,🔥 Música para Balada,🍂 Outono,🏆 Top 10
7,Zé Neto & Cristiano,Ela e Ela,2021-10-07,5001591,2021-10-21,0.578,0.669,0.53,Brazil,South America,Portuguese,5.0,2021,10,3,42,347.6013370302427,🎵 Neutra/Equilibrada,🍂 Outono,🏆 Top 10
8,João Gomes,Meu Pedaço de Pecado,2021-06-01,4606425,2021-10-21,0.6679999999999999,0.887,0.907,Brazil,South America,Portuguese,4.61,2021,10,3,42,332.83828887017876,⚡ Energética,🍂 Outono,🏆 Top 10
9,Zé Neto & Cristiano,Você Beberia Ou Não Beberia?,2021-10-07,4101018,2021-10-21,0.5870000000000001,0.774,0.593,Brazil,South America,Portuguese,4.1,2021,10,3,42,312.81418362821375,⚡ Energética,🍂 Outono,🏆 Top 10
10,Matuê,Quer Voar,2021-08-11,4093741,2021-10-21,0.8059999999999999,0.595,0.677,Brazil,South America,Portuguese,4.09,2021,10,3,42,310.8100656374244,💃 Dançante,🍂 Outono,🏆 Top 10
11,Felipe Amorim,Putariazinha,2021-09-03,4091795,2021-10-21,0.882,0.7929999999999999,0.725,Brazil,South America,Portuguese,4.09,2021,10,3,42,309.18278780686194,🔥 Música para Balada,🍂 Outono,📊 Top 11-50
12,Henrique & Juliano,A Maior Saudade - Ao Vivo,2021-09-03,3974969,2021-10-21,0.292,0.626,0.305,Brazil,South America,Portuguese,3.97,2021,10,3,42,303.04634978051354,🎵 Neutra/Equilibrada,🍂 Outono,📊 Top 11-50
14,PEDRO SAMPAIO,GALOPA,2021-09-16,3784848,2021-10-21,0.763,0.85,0.77,Brazil,South America,Portuguese,3.78,2021,10,3,42,292.5503821961292,🔥 Música para Balada,🍂 Outono,📊 Top 11-50
16,John Amplificado,Chega E Senta - Ao Vivo,2021-08-06,3665669,2021-10-21,0.608,0.693,0.308,Brazil,South America,Portuguese,3.67,2021,10,3,42,285.11442826094907,🎵 Neutra/Equilibrada,🍂 Outono,📊 Top 11-50
18,Gusttavo Lima,Ficha Limpa,2021-06-19,3494708,2021-10-21,0.774,0.732,0.7340000000000001,Brazil,South America,Portuguese,3.49,2021,10,3,42,274.8390444210118,🔥 Música para Balada,🍂 Outono,📊 Top 11-50
19,Matheus & Kauan,Expectativa x Realidade,2021-07-02,3480697,2021-10-21,0.585,0.8390000000000001,0.568,Brazil,South America,Portuguese,3.48,2021,10,3,42,272.93139444969466,⚡ Energética,🍂 Outono,📊 Top 11-50
20,Adele,Easy On Me,2021-10-14,3358395,2021-10-21,0.604,0.366,0.13,Brazil,South America,Portuguese,3.36,2021,10,3,42,266.51744238233067,😢 Melancólica/Triste,🍂 Outono,📊 Top 11-50
21,Gloria Groove,A QUEDA,2021-10-14,3350087,2021-10-21,0.8220000000000001,0.524,0.718,Brazil,South America,Portuguese,3.35,2021,10,3,42,264.63165211810673,💃 Dançante,🍂 Outono,📊 Top 11-50
22,Luan Santana,MORENA,2021-06-17,3326631,2021-10-21,0.526,0.731,0.476,Brazil,South America,Portuguese,3.33,2021,10,3,42,262.3365900205773,⚡ Energética,🍂 Outono,📊 Top 11-50
25,Diego & Victor Hugo,Desbloqueado - Ao Vivo,2021-07-29,3093215,2021-10-21,0.547,0.5710000000000001,0.38,Brazil,South America,Portuguese,3.09,2021,10,3,42,247.90391472962904,🎵 Neutra/Equilibrada,🍂 Outono,📊 Top 11-50
33,João Gomes,Aquelas Coisas,2021-06-01,2811038,2021-10-21,0.682,0.873,0.964,Brazil,South America,Portuguese,2.81,2021,10,3,42,224.72170377528641,⚡ Energética,🍂 Outono,📊 Top 11-50
34,Teto,Mustang Preto,2021-10-10,2699236,2021-10-21,0.917,0.52,0.564,Brazil,South America,Portuguese,2.7,2021,10,3,42,218.49158088157986,💃 Dançante,🍂 Outono,📊 Top 11-50
36,Japãozin,Carinha de Neném,2021-08-06,2606250,2021-10-21,0.638,0.873,0.967,Brazil,South America,Portuguese,2.61,2021,10,3,42,211.8117824368903,⚡ Energética,🍂 Outono,📊 Top 11-50
37,MC Rogerinho,Mete a Louca,2021-09-03,2601487,2021-10-21,0.774,0.7709999999999999,0.752,Brazil,South America,Portuguese,2.6,2021,10,3,42,210.07315065577856,🔥 Música para Balada,🍂 Outono,📊 Top 11-50
41,Dan Ventura,Passinho Debochado,2021-07-30,2458455,2021-10-21,0.7809999999999999,0.8290000000000001,0.894,Brazil,South America,Portuguese,2.46,2021,10,3,42,198.60297425114126,🔥 Música para Balada,🍂 Outono,📊 Top 11-50
42,Gusttavo Lima,Não Me Arranha - Ao Vivo,2021-10-07,2456802,2021-10-21,0.851,0.764,0.943,Brazil,South America,Portuguese,2.46,2021,10,3,42,197.36170566207164,🔥 Música para Balada,🍂 Outono,📊 Top 11-50
45,Mc Kevin,Doutora 3,2021-03-31,2232746,2021-10-21,0.882,0.419,0.163,Brazil,South America,Portuguese,2.23,2021,10,3,42,182.90721340859216,💃 Dançante,🍂 Outono,📊 Top 11-50
46,Zé Neto & Cristiano,Vamo Tomar Uma,2021-10-07,2172782,2021-10-21,0.672,0.762,0.6970000000000001,Brazil,South America,Portuguese,2.17,2021,10,3,42,178.82839612282433,⚡ Energética,🍂 Outono,📊 Top 11-50
48,Wesley Safadão,Passatempo,2021-06-17,2064146,2021-10-21,0.716,0.8170000000000001,0.928,Brazil,South America,Portuguese,2.06,2021,10,3,42,171.11748214253626,🔥 Música para Balada,🍂 Outono,📊 Top 11-50
51,Mari Fernandez,"Não, Não Vou",2021-04-29,1894453,2021-10-21,0.631,0.861,0.8220000000000001,Brazil,South America,Portuguese,1.89,2021,10,3,42,159.18847531865111,⚡ Energética,🍂 Outono,📈 Top 51-100
