rank,artist_names,track_name,release_date,streams,week,danceability,energy,valence,country,region,language,streams_millions,year,month,day_of_week,week_number,success_score,music_profile,season,rank_group
40,VMZ,Plutão,2021-03-26,2061055,2021-07-01,0.8290000000000001,0.425,0.716,Brazil,South America,Portuguese,2.06,2021,7,3,26,180.0648014702506,💃 Dançante,☀️ Verão,📊 Top 11-50
41,Marília Mendonça,Troca de Calçada,2021-01-29,2058159,2021-07-01,0.659,0.6890000000000001,0.701,Brazil,South America,Portuguese,2.06,2021,7,3,26,178.94638655428628,😊 Feliz/Positiva,☀️ Verão,📊 Top 11-50
43,Simone & Simaria,Foi Pá Pum,2021-04-09,2052854,2021-07-01,0.627,0.818,0.449,Brazil,South America,Portuguese,2.05,2021,7,3,26,176.19237131785258,⚡ Energética,☀️ Verão,📊 Top 11-50
45,Vitor Fernandes,Acaso,2020-07-28,1999068,2021-07-01,0.599,0.882,0.542,Brazil,South America,Portuguese,2.0,2021,7,3,26,171.3835170322251,⚡ Energética,☀️ Verão,📊 Top 11-50
47,Diego & Victor Hugo,Desbloqueado - Ao Vivo,2021-05-13,1958759,2021-07-01,0.547,0.5710000000000001,0.38,Brazil,South America,Portuguese,1.96,2021,7,3,26,167.1191473237392,🎵 Neutra/Equilibrada,☀️ Verão,📊 Top 11-50
52,Olivia Rodrigo,deja vu,2021-05-21,1731647,2021-07-01,0.442,0.612,0.178,Brazil,South America,Portuguese,1.73,2021,7,3,26,149.6409397703334,😢 Melancólica/Triste,☀️ Verão,📈 Top 51-100
53,MC Zaquin,Ô Moça,2020-12-21,1677999,2021-07-01,0.84,0.495,0.527,Brazil,South America,Portuguese,1.68,2021,7,3,26,145.90088558936927,💃 Dançante,☀️ Verão,📈 Top 51-100
56,Olivia Rodrigo,traitor,2021-05-21,1595389,2021-07-01,0.38,0.3389999999999999,0.0849,Brazil,South America,Portuguese,1.6,2021,7,3,26,138.5491595289783,😢 Melancólica/Triste,☀️ Verão,📈 Top 51-100
57,Guilherme & Benuto,Sigilo - Ao Vivo,2021-03-18,1581733,2021-07-01,0.535,0.765,0.627,Brazil,South America,Portuguese,1.58,2021,7,3,26,136.48167344642775,⚡ Energética,☀️ Verão,📈 Top 51-100
58,Pabllo Vittar,A Lua,2021-06-24,1551501,2021-07-01,0.518,0.8109999999999999,0.662,Brazil,South America,Portuguese,1.55,2021,7,3,26,133.86135036135786,⚡ Energética,☀️ Verão,📈 Top 51-100
59,Pabllo Vittar,Ânsia,2021-06-24,1492279,2021-07-01,0.534,0.795,0.5,Brazil,South America,Portuguese,1.49,2021,7,3,26,129.5441448876795,⚡ Energética,☀️ Verão,📈 Top 51-100
60,Pabllo Vittar,Zap Zum,2021-06-24,1485430,2021-07-01,0.596,0.8640000000000001,0.833,Brazil,South America,Portuguese,1.49,2021,7,3,26,128.6318621772029,⚡ Energética,☀️ Verão,📈 Top 51-100
61,Pabllo Vittar,Ama Sofre Chora,2021-06-24,1483165,2021-07-01,0.6759999999999999,0.8340000000000001,0.731,Brazil,South America,Portuguese,1.48,2021,7,3,26,127.15619842476471,⚡ Energética,☀️ Verão,📈 Top 51-100
63,Pabllo Vittar,Apaixonada,2021-06-24,1413419,2021-07-01,0.596,0.7090000000000001,0.6859999999999999,Brazil,South America,Portuguese,1.41,2021,7,3,26,121.38849115535378,⚡ Energética,☀️ Verão,📈 Top 51-100
64,Zé Neto & Cristiano,Alô Ambev (Segue Sua Vida) - Ao Vivo,2020-03-26,1400683,2021-07-01,0.695,0.872,0.6459999999999999,Brazil,South America,Portuguese,1.4,2021,7,3,26,119.93921701748428,⚡ Energética,☀️ Verão,📈 Top 51-100
67,Pabllo Vittar,Ultra Som,2021-06-24,1394131,2021-07-01,0.477,0.774,0.659,Brazil,South America,Portuguese,1.39,2021,7,3,26,116.75331103641818,⚡ Energética,☀️ Verão,📈 Top 51-100
68,Olivia Rodrigo,favorite crime,2021-05-21,1388752,2021-07-01,0.369,0.272,0.218,Brazil,South America,Portuguese,1.39,2021,7,3,26,115.88201767047475,😢 Melancólica/Triste,☀️ Verão,📈 Top 51-100
69,Zé Vaqueiro,Cadê o Amor,2021-05-07,1382252,2021-07-01,0.579,0.8320000000000001,0.652,Brazil,South America,Portuguese,1.38,2021,7,3,26,114.45726437420659,⚡ Energética,☀️ Verão,📈 Top 51-100
71,Zé Vaqueiro,Eu Tenho Medo,2020-10-01,1372696,2021-07-01,0.597,0.895,0.384,Brazil,South America,Portuguese,1.37,2021,7,3,26,112.17569416911519,⚡ Energética,☀️ Verão,📈 Top 51-100
72,Olivia Rodrigo,drivers license,2021-05-21,1357550,2021-07-01,0.561,0.431,0.1369999999999999,Brazil,South America,Portuguese,1.36,2021,7,3,26,110.76734885583991,😢 Melancólica/Triste,☀️ Verão,📈 Top 51-100
74,Pabllo Vittar,Bang Bang,2021-06-24,1349911,2021-07-01,0.667,0.908,0.912,Brazil,South America,Portuguese,1.35,2021,7,3,26,108.51074667582058,⚡ Energética,☀️ Verão,📈 Top 51-100
75,Jorge & Mateus,Lance Individual,2021-04-22,1322402,2021-07-01,0.752,0.62,0.962,Brazil,South America,Portuguese,1.32,2021,7,3,26,106.03746539545556,💃 Dançante,☀️ Verão,📈 Top 51-100
80,Harry Styles,Watermelon Sugar,2019-12-13,1281874,2021-07-01,0.5479999999999999,0.816,0.557,Brazil,South America,Portuguese,1.28,2021,7,3,26,99.72522859892828,⚡ Energética,☀️ Verão,📈 Top 51-100
82,Ed Sheeran,Bad Habits,2021-06-25,1240746,2021-07-01,0.8079999999999999,0.897,0.591,Brazil,South America,Portuguese,1.24,2021,7,3,26,95.97062803816688,🔥 Música para Balada,☀️ Verão,📈 Top 51-100
83,Bruno & Marrone,Coração de Isca,2021-02-12,1240650,2021-07-01,0.7190000000000001,0.7929999999999999,0.7659999999999999,Brazil,South America,Portuguese,1.24,2021,7,3,26,95.16415217229992,🔥 Música para Balada,☀️ Verão,📈 Top 51-100
84,BTS,Butter,2021-06-04,1231962,2021-07-01,0.759,0.4589999999999999,0.695,Brazil,South America,Portuguese,1.23,2021,7,3,26,93.8341855002272,💃 Dançante,☀️ Verão,📈 Top 51-100
86,Josué Bom de Faixa,Deixa Eu Falar Pra Você,2021-03-15,1216817,2021-07-01,0.833,0.513,0.942,Brazil,South America,Portuguese,1.22,2021,7,3,26,91.71332752668162,💃 Dançante,☀️ Verão,📈 Top 51-100
90,Guilherme & Benuto,Pulei na Piscina - Ao Vivo,2020-08-21,1193870,2021-07-01,0.652,0.773,0.527,Brazil,South America,Portuguese,1.19,2021,7,3,26,87.01307136495345,⚡ Energética,☀️ Verão,📈 Top 51-100
91,Mc Kevin,Doutora 3,2021-03-31,1188894,2021-07-01,0.882,0.419,0.163,Brazil,South America,Portuguese,1.19,2021,7,3,26,86.22916982112503,💃 Dançante,☀️ Verão,📈 Top 51-100
94,Mc Branquinha,Eu Rebolo Sim,2021-01-29,1163955,2021-07-01,0.919,0.525,0.914,Brazil,South America,Portuguese,1.16,2021,7,3,26,82.40157972147988,💃 Dançante,☀️ Verão,📈 Top 51-100
95,IZA,Gueto,2021-06-03,1154118,2021-07-01,0.6890000000000001,0.736,0.675,Brazil,South America,Portuguese,1.15,2021,7,3,26,81.13959126679457,⚡ Energética,☀️ Verão,📈 Top 51-100
97,The Weeknd,Blinding Lights,2020-03-20,1133789,2021-07-01,0.514,0.73,0.3339999999999999,Brazil,South America,Portuguese,1.13,2021,7,3,26,78.6366858910187,⚡ Energética,☀️ Verão,📈 Top 51-100
98,Pabllo Vittar,Não é Papel de Homem,2021-06-24,1131201,2021-07-01,0.628,0.93,0.698,Brazil,South America,Portuguese,1.13,2021,7,3,26,77.88056391129737,⚡ Energética,☀️ Verão,📈 Top 51-100
99,Nadson O Ferinha,Na Ponta do Pé - Brega Funk,2021-05-07,1126320,2021-07-01,0.8009999999999999,0.4479999999999999,0.6859999999999999,Brazil,South America,Portuguese,1.13,2021,7,3,26,77.12444193157603,💃 Dançante,☀️ Verão,📈 Top 51-100
100,Jonas Esticado,Investe Em Mim,2019-12-13,1115689,2021-07-01,0.632,0.953,0.7979999999999999,Brazil,South America,Portuguese,1.12,2021,7,3,26,75.89302495707604,⚡ Energética,☀️ Verão,📈 Top 51-100
102,Os Barões Da Pisadinha,Recairei - Ao Vivo,2020-10-15,1094177,2021-07-01,0.5820000000000001,0.937,0.939,Brazil,South America,Portuguese,1.09,2021,7,3,26,72.97924253169525,⚡ Energética,☀️ Verão,📉 Top 101-200
103,Gusttavo Lima,Fala Comigo - Ao Vivo,2021-02-04,1089903,2021-07-01,0.818,0.919,0.949,Brazil,South America,Portuguese,1.09,2021,7,3,26,72.24207846571854,🔥 Música para Balada,☀️ Verão,📉 Top 101-200
105,João Gomes,Eu Tenho a Senha,2021-06-01,1055920,2021-07-01,0.667,0.872,0.915,Brazil,South America,Portuguese,1.06,2021,7,3,26,69.37977434894302,⚡ Energética,☀️ Verão,📉 Top 101-200
106,Tarcísio do Acordeon,Meia Noite (Você tem meu Whatsapp),2020-12-17,1047830,2021-07-01,0.7090000000000001,0.816,0.921,Brazil,South America,Portuguese,1.05,2021,7,3,26,68.19478034928011,🔥 Música para Balada,☀️ Verão,📉 Top 101-200
107,Dj Wesley Gonzaga,Mtg Ta Brotando No Plantão Pra Tira Foto Com Revolver,2021-05-12,1043163,2021-07-01,0.911,0.4479999999999999,0.54,Brazil,South America,Portuguese,1.04,2021,7,3,26,67.01728193847576,💃 Dançante,☀️ Verão,📉 Top 101-200
108,Olivia Rodrigo,happier,2021-05-21,1034936,2021-07-01,0.395,0.4429999999999999,0.3379999999999999,Brazil,South America,Portuguese,1.03,2021,7,3,26,65.84732875399374,🎵 Neutra/Equilibrada,☀️ Verão,📉 Top 101-200
110,Gloria Groove,BONEKINHA,2021-06-17,1024778,2021-07-01,0.652,0.823,0.353,Brazil,South America,Portuguese,1.02,2021,7,3,26,63.98187353859332,⚡ Energética,☀️ Verão,📉 Top 101-200
115,Gusttavo Lima,Espetinho - Ao Vivo,2021-02-04,986636,2021-07-01,0.8270000000000001,0.926,0.949,Brazil,South America,Portuguese,0.99,2021,7,3,26,59.17957893133049,🔥 Música para Balada,☀️ Verão,📉 Top 101-200
117,Léo & Raphael,Os Menino da Pecuária,2021-04-30,973198,2021-07-01,0.857,0.805,0.7340000000000001,Brazil,South America,Portuguese,0.97,2021,7,3,26,56.95481759099136,🔥 Música para Balada,☀️ Verão,📉 Top 101-200
118,Olivia Rodrigo,"jealousy, jealousy",2021-05-21,972992,2021-07-01,0.695,0.575,0.6990000000000001,Brazil,South America,Portuguese,0.97,2021,7,3,26,56.27678404824146,🎵 Neutra/Equilibrada,☀️ Verão,📉 Top 101-200
120,Henrique & Juliano,Volta Por Baixo - Ao Vivo,2020-05-15,968668,2021-07-01,0.532,0.769,0.4629999999999999,Brazil,South America,Portuguese,0.97,2021,7,3,26,54.920716962741665,⚡ Energética,☀️ Verão,📉 Top 101-200
121,Gustavo Mioto,Não Parei De Sofrer,2021-06-25,966726,2021-07-01,0.7020000000000001,0.88,0.632,Brazil,South America,Portuguese,0.97,2021,7,3,26,54.24268341999177,🔥 Música para Balada,☀️ Verão,📉 Top 101-200
129,MC Hariel,Maçã Verde,2020-10-09,946077,2021-07-01,0.5820000000000001,0.531,0.1689999999999999,Brazil,South America,Portuguese,0.95,2021,7,3,26,48.08371482544719,😢 Melancólica/Triste,☀️ Verão,📉 Top 101-200
130,Anitta,Girl From Rio,2021-04-29,944929,2021-07-01,0.6920000000000001,0.639,0.733,Brazil,South America,Portuguese,0.94,2021,7,3,26,47.05084608834181,😊 Feliz/Positiva,☀️ Verão,📉 Top 101-200
131,Hungria Hip Hop,Amor e Fé - Acústico,2020-08-21,927906,2021-07-01,0.632,0.6970000000000001,0.8370000000000001,Brazil,South America,Portuguese,0.93,2021,7,3,26,46.026400204175594,😊 Feliz/Positiva,☀️ Verão,📉 Top 101-200
132,João Bosco e Gabriel,Localiza Aí Bebê - Ao Vivo,2021-04-09,920269,2021-07-01,0.7490000000000001,0.929,0.923,Brazil,South America,Portuguese,0.92,2021,7,3,26,45.010437836738625,🔥 Música para Balada,☀️ Verão,📉 Top 101-200
136,Dua Lipa,Don't Start Now,2020-03-27,902591,2021-07-01,0.7929999999999999,0.7929999999999999,0.679,Brazil,South America,Portuguese,0.9,2021,7,3,26,41.72050260120566,🔥 Música para Balada,☀️ Verão,📉 Top 101-200
139,Henrique & Juliano,Briga Feia - Ao Vivo,2020-05-15,882905,2021-07-01,0.589,0.846,0.565,Brazil,South America,Portuguese,0.88,2021,7,3,26,39.13885016419519,⚡ Energética,☀️ Verão,📉 Top 101-200
141,Tiësto,The Business,2020-09-16,878937,2021-07-01,0.7979999999999999,0.62,0.235,Brazil,South America,Portuguese,0.88,2021,7,3,26,37.87630661051147,💃 Dançante,☀️ Verão,📉 Top 101-200
143,MC Rogerinho,Recaída Sem Compromisso,2020-12-22,857878,2021-07-01,0.929,0.62,0.97,Brazil,South America,Portuguese,0.86,2021,7,3,26,35.99343628805637,💃 Dançante,☀️ Verão,📉 Top 101-200
144,Masked Wolf,Astronaut In The Ocean,2019-01-01,857457,2021-07-01,0.778,0.695,0.472,Brazil,South America,Portuguese,0.86,2021,7,3,26,35.37285980033126,💃 Dançante,☀️ Verão,📉 Top 101-200
145,Os Barões Da Pisadinha,Esquema Preferido - Ao Vivo,2021-01-22,850890,2021-07-01,0.62,0.943,0.968,Brazil,South America,Portuguese,0.85,2021,7,3,26,34.450395789053076,⚡ Energética,☀️ Verão,📉 Top 101-200
148,Jessé Aguiar,Alívio,2021-03-26,832916,2021-07-01,0.521,0.268,0.444,Brazil,South America,Portuguese,0.83,2021,7,3,26,32.028746243226465,🎵 Neutra/Equilibrada,☀️ Verão,📉 Top 101-200
150,Israel & Rodolffo,Coração Traumatizou - Ao Vivo,2021-05-27,832162,2021-07-01,0.899,0.625,0.797,Brazil,South America,Portuguese,0.83,2021,7,3,26,30.82011430951981,💃 Dançante,☀️ Verão,📉 Top 101-200
152,Maiara & Maraisa,Incomparável,2021-06-04,825150,2021-07-01,0.45,0.765,0.6920000000000001,Brazil,South America,Portuguese,0.83,2021,7,3,26,29.611482375813146,⚡ Energética,☀️ Verão,📉 Top 101-200
153,MC Ruanzin,Toma de Cima da Laje 2,2020-03-19,824010,2021-07-01,0.851,0.4539999999999999,0.6,Brazil,South America,Portuguese,0.82,2021,7,3,26,28.744152052257792,💃 Dançante,☀️ Verão,📉 Top 101-200
155,João Gomes,Mete Um Block Nele,2021-06-01,811647,2021-07-01,0.6809999999999999,0.847,0.945,Brazil,South America,Portuguese,0.81,2021,7,3,26,27.293034882775782,⚡ Energética,☀️ Verão,📉 Top 101-200
157,Os Barões Da Pisadinha,Tá Rocheda,2019-09-26,786492,2021-07-01,0.775,0.8859999999999999,0.939,Brazil,South America,Portuguese,0.79,2021,7,3,26,25.617487273517202,🔥 Música para Balada,☀️ Verão,📉 Top 101-200
158,Ariana Grande,positions,2020-10-30,785883,2021-07-01,0.737,0.802,0.682,Brazil,South America,Portuguese,0.79,2021,7,3,26,25.035271653664537,🔥 Música para Balada,☀️ Verão,📉 Top 101-200
159,Måneskin,I WANNA BE YOUR SLAVE,2021-03-19,780400,2021-07-01,0.75,0.608,0.958,Brazil,South America,Portuguese,0.78,2021,7,3,26,24.21776130076774,💃 Dançante,☀️ Verão,📉 Top 101-200
161,Olivia Rodrigo,brutal,2021-05-21,762900,2021-07-01,0.672,0.526,0.28,Brazil,South America,Portuguese,0.76,2021,7,3,26,22.61255236200242,😢 Melancólica/Triste,☀️ Verão,📉 Top 101-200
164,Justin Bieber,Hold On,2021-03-19,753385,2021-07-01,0.6579999999999999,0.634,0.302,Brazil,South America,Portuguese,0.75,2021,7,3,26,20.705784153610637,🎵 Neutra/Equilibrada,☀️ Verão,📉 Top 101-200
167,Di Propósito,Manda Áudio,2019-05-30,740943,2021-07-01,0.63,0.63,0.942,Brazil,South America,Portuguese,0.74,2021,7,3,26,18.83209384969888,😊 Feliz/Positiva,☀️ Verão,📉 Top 101-200
168,Giveon,Heartbreak Anniversary,2020-03-27,740250,2021-07-01,0.449,0.465,0.5429999999999999,Brazil,South America,Portuguese,0.74,2021,7,3,26,18.278208736472443,🎵 Neutra/Equilibrada,☀️ Verão,📉 Top 101-200
169,Zé Vaqueiro,Meu Mel,2020-10-01,739342,2021-07-01,0.565,0.873,0.534,Brazil,South America,Portuguese,0.74,2021,7,3,26,17.724323623246004,⚡ Energética,☀️ Verão,📉 Top 101-200
170,Alok,Alive (It Feels Like),2020-09-11,737684,2021-07-01,0.66,0.855,0.616,Brazil,South America,Portuguese,0.74,2021,7,3,26,17.170438510019565,⚡ Energética,☀️ Verão,📉 Top 101-200
172,Marília Mendonça,Deprê,2020-12-04,733182,2021-07-01,0.63,0.684,0.667,Brazil,South America,Portuguese,0.73,2021,7,3,26,15.89552084678094,🎵 Neutra/Equilibrada,☀️ Verão,📉 Top 101-200
173,"Mc Kevin, Djay W",Cavalo de Tróia,2018-12-06,730893,2021-07-01,0.898,0.5539999999999999,0.4479999999999999,Brazil,South America,Portuguese,0.73,2021,7,3,26,15.347399438271253,💃 Dançante,☀️ Verão,📉 Top 101-200
174,Lewis Capaldi,Someone You Loved,2019-05-17,722953,2021-07-01,0.501,0.405,0.446,Brazil,South America,Portuguese,0.72,2021,7,3,26,14.642755852284763,🎵 Neutra/Equilibrada,☀️ Verão,📉 Top 101-200
181,BTS,Dynamite,2020-11-20,683010,2021-07-01,0.746,0.765,0.737,Brazil,South America,Portuguese,0.68,2021,7,3,26,10.375875868303353,🔥 Música para Balada,☀️ Verão,📉 Top 101-200
184,Zé Vaqueiro,Cangote,2020-10-01,679563,2021-07-01,0.539,0.923,0.644,Brazil,South America,Portuguese,0.68,2021,7,3,26,8.819494488057849,⚡ Energética,☀️ Verão,📉 Top 101-200
186,Israel & Rodolffo,Fala Na Minha Cara - Ao Vivo,2021-05-27,674821,2021-07-01,0.598,0.5429999999999999,0.644,Brazil,South America,Portuguese,0.67,2021,7,3,26,7.692354396429956,🎵 Neutra/Equilibrada,☀️ Verão,📉 Top 101-200
188,Teto,Paypal,2021-04-01,664594,2021-07-01,0.888,0.691,0.863,Brazil,South America,Portuguese,0.66,2021,7,3,26,6.588628830789874,💃 Dançante,☀️ Verão,📉 Top 101-200
190,Tarcísio do Acordeon,Meu Sonho,2021-06-04,663741,2021-07-01,0.647,0.7829999999999999,0.7090000000000001,Brazil,South America,Portuguese,0.66,2021,7,3,26,5.57499362605297,⚡ Energética,☀️ Verão,📉 Top 101-200
195,Luíza & Maurílio,Pode Sumir,2020-12-04,642262,2021-07-01,0.7170000000000001,0.7170000000000001,0.628,Brazil,South America,Portuguese,0.64,2021,7,3,26,2.9681774510166425,🔥 Música para Balada,☀️ Verão,📉 Top 101-200
2,Luan Santana,MORENA,2021-06-17,6020267,2021-07-29,0.526,0.731,0.476,Brazil,South America,Portuguese,6.02,2021,7,3,30,387.8038803895062,⚡ Energética,☀️ Verão,🏆 Top 10
3,João Gomes,Aquelas Coisas,2021-06-01,5876073,2021-07-29,0.682,0.873,0.964,Brazil,South America,Portuguese,5.88,2021,7,3,30,381.8664930851599,⚡ Energética,☀️ Verão,🏆 Top 10
4,Gusttavo Lima,Ficha Limpa,2021-06-19,5652993,2021-07-29,0.774,0.732,0.7340000000000001,Brazil,South America,Portuguese,5.65,2021,7,3,30,373.23952036954927,🔥 Música para Balada,☀️ Verão,🏆 Top 10
7,Mari Fernandez,"Não, Não Vou",2021-04-29,5316467,2021-07-29,0.631,0.861,0.8220000000000001,Brazil,South America,Portuguese,5.32,2021,7,3,30,357.6815263828006,⚡ Energética,☀️ Verão,🏆 Top 10
8,Luísa Sonza,penhasco.,2021-07-18,4775429,2021-07-29,0.43,0.467,0.382,Brazil,South America,Portuguese,4.78,2021,7,3,30,338.5999107580672,🎵 Neutra/Equilibrada,☀️ Verão,🏆 Top 10
12,Måneskin,Beggin',2017-12-08,4213444,2021-07-29,0.7140000000000001,0.8,0.589,Brazil,South America,Portuguese,4.21,2021,7,3,30,311.95959273963706,🔥 Música para Balada,☀️ Verão,📊 Top 11-50
16,Jorge & Mateus,Troca,2021-04-22,3824879,2021-07-29,0.758,0.6970000000000001,0.81,Brazil,South America,Portuguese,3.82,2021,7,3,30,290.9631766915641,💃 Dançante,☀️ Verão,📊 Top 11-50
17,Israel & Rodolffo,Batom de Cereja - Ao Vivo,2021-01-29,3666158,2021-07-29,0.606,0.908,0.7979999999999999,Brazil,South America,Portuguese,3.67,2021,7,3,30,283.5732691892683,⚡ Energética,☀️ Verão,📊 Top 11-50
18,Wesley Safadão,Passatempo,2021-06-17,3324014,2021-07-29,0.716,0.8170000000000001,0.928,Brazil,South America,Portuguese,3.32,2021,7,3,30,267.77573861285146,🔥 Música para Balada,☀️ Verão,📊 Top 11-50
22,Vitinho Imperador,Volta Rapariga,2021-07-13,3130216,2021-07-29,0.708,0.735,0.962,Brazil,South America,Portuguese,3.13,2021,7,3,30,253.8716558481565,🔥 Música para Balada,☀️ Verão,📊 Top 11-50
25,João Gomes,Eu Tenho a Senha,2021-06-01,2931023,2021-07-29,0.667,0.872,0.915,Brazil,South America,Portuguese,2.93,2021,7,3,30,240.88053895508588,⚡ Energética,☀️ Verão,📊 Top 11-50
26,MC Kevin o Chris,Tipo Gin - Ao Vivo,2021-04-09,2781184,2021-07-29,0.75,0.6679999999999999,0.7859999999999999,Brazil,South America,Portuguese,2.78,2021,7,3,30,232.70170168551184,💃 Dançante,☀️ Verão,📊 Top 11-50
30,Raí Saia Rodada,Tapão Na Raba,2021-01-22,2644889,2021-07-29,0.8079999999999999,0.7959999999999999,0.799,Brazil,South America,Portuguese,2.64,2021,7,3,30,220.92920956191904,🔥 Música para Balada,☀️ Verão,📊 Top 11-50
31,Luísa Sonza,INTERE$$EIRA,2021-07-18,2587847,2021-07-29,0.708,0.695,0.521,Brazil,South America,Portuguese,2.59,2021,7,3,30,217.28587442503186,💃 Dançante,☀️ Verão,📊 Top 11-50
33,Diego & Victor Hugo,Desbloqueado - Ao Vivo,2021-05-13,2523985,2021-07-29,0.547,0.5710000000000001,0.38,Brazil,South America,Portuguese,2.52,2021,7,3,30,211.421446254481,🎵 Neutra/Equilibrada,☀️ Verão,📊 Top 11-50
34,Vitor Fernandes,Vou falar que não quero,2021-02-04,2472299,2021-07-29,0.665,0.705,0.597,Brazil,South America,Portuguese,2.47,2021,7,3,30,207.77381719111423,⚡ Energética,☀️ Verão,📊 Top 11-50
35,Jorge & Mateus,Paradigmas,2021-04-22,2443786,2021-07-29,0.6859999999999999,0.789,0.8220000000000001,Brazil,South America,Portuguese,2.44,2021,7,3,30,205.08826424996096,⚡ Energética,☀️ Verão,📊 Top 11-50
38,João Gomes,Mete Um Block Nele,2021-06-01,2317515,2021-07-29,0.6809999999999999,0.847,0.945,Brazil,South America,Portuguese,2.32,2021,7,3,30,195.5942596173287,⚡ Energética,☀️ Verão,📊 Top 11-50
40,Zé Vaqueiro,Volta Comigo BB,2021-02-26,2305478,2021-07-29,0.541,0.755,0.937,Brazil,South America,Portuguese,2.31,2021,7,3,30,192.70865849162442,⚡ Energética,☀️ Verão,📊 Top 11-50
42,Olivia Rodrigo,good 4 u,2021-05-21,2207195,2021-07-29,0.563,0.664,0.688,Brazil,South America,Portuguese,2.21,2021,7,3,30,185.43707900556598,🎵 Neutra/Equilibrada,☀️ Verão,📊 Top 11-50
44,NATTAN,Morena,2021-04-01,2184808,2021-07-29,0.6629999999999999,0.6859999999999999,0.923,Brazil,South America,Portuguese,2.18,2021,7,3,30,181.63034789635742,😊 Feliz/Positiva,☀️ Verão,📊 Top 11-50
45,Marília Mendonça,Troca de Calçada,2021-01-29,2150700,2021-07-29,0.659,0.6890000000000001,0.701,Brazil,South America,Portuguese,2.15,2021,7,3,30,178.9947826426565,😊 Feliz/Positiva,☀️ Verão,📊 Top 11-50
47,Hugo & Guilherme,Coração Na Cama - Ao Vivo,2021-04-30,1956231,2021-07-29,0.764,0.794,0.721,Brazil,South America,Portuguese,1.96,2021,7,3,30,167.1191473237392,🔥 Música para Balada,☀️ Verão,📊 Top 11-50
49,Mc Branquinha,Eu Rebolo Sim,2021-01-29,1882443,2021-07-29,0.89,0.498,0.917,Brazil,South America,Portuguese,1.88,2021,7,3,30,160.7841247104739,💃 Dançante,☀️ Verão,📊 Top 11-50
50,Lil Nas X,MONTERO (Call Me By Your Name),2021-03-31,1862957,2021-07-29,0.61,0.508,0.758,Brazil,South America,Portuguese,1.86,2021,7,3,30,158.67406534959594,😊 Feliz/Positiva,☀️ Verão,📊 Top 11-50
51,Hugo & Guilherme,Pingo de Dó - Ao Vivo,2021-04-30,1850894,2021-07-29,0.522,0.738,0.608,Brazil,South America,Portuguese,1.85,2021,7,3,30,157.09784914208387,⚡ Energética,☀️ Verão,📈 Top 51-100
52,Guilherme & Benuto,Sigilo - Ao Vivo,2021-03-18,1800101,2021-07-29,0.535,0.765,0.627,Brazil,South America,Portuguese,1.8,2021,7,3,30,153.4132931599926,⚡ Energética,☀️ Verão,📈 Top 51-100
53,Gusttavo Lima,O Ex da Sua Vida,2021-07-01,1767229,2021-07-29,0.779,0.9,0.962,Brazil,South America,Portuguese,1.77,2021,7,3,30,150.78940338948857,🔥 Música para Balada,☀️ Verão,📈 Top 51-100
54,Vitor Fernandes,Acaso,2020-07-28,1754330,2021-07-29,0.599,0.882,0.542,Brazil,South America,Portuguese,1.75,2021,7,3,30,148.70533401673654,⚡ Energética,☀️ Verão,📈 Top 51-100
55,Josué Bom de Faixa,Deixa Eu Falar Pra Você,2021-03-15,1721940,2021-07-29,0.833,0.513,0.942,Brazil,South America,Portuguese,1.72,2021,7,3,30,146.09225452495426,💃 Dançante,☀️ Verão,📈 Top 51-100
57,Matheus & Kauan,É Problema,2020-11-12,1585534,2021-07-29,0.626,0.7759999999999999,0.696,Brazil,South America,Portuguese,1.59,2021,7,3,30,137.0387341024483,⚡ Energética,☀️ Verão,📈 Top 51-100
59,Luísa Sonza,melhor sozinha :-)-:,2021-07-18,1576267,2021-07-29,0.605,0.595,0.308,Brazil,South America,Portuguese,1.58,2021,7,3,30,134.5860946485607,🎵 Neutra/Equilibrada,☀️ Verão,📈 Top 51-100
61,Zé Neto & Cristiano,Você Beberia Ou Não Beberia?,2021-07-22,1513228,2021-07-29,0.596,0.772,0.591,Brazil,South America,Portuguese,1.51,2021,7,3,30,128.83958544011696,⚡ Energética,☀️ Verão,📈 Top 51-100
62,MC Zaquin,Ô Moça,2020-12-21,1487736,2021-07-29,0.84,0.495,0.527,Brazil,South America,Portuguese,1.49,2021,7,3,30,126.80729675624966,💃 Dançante,☀️ Verão,📈 Top 51-100
64,Gustavo Mioto,Não Parei De Sofrer,2021-06-25,1435890,2021-07-29,0.7020000000000001,0.88,0.632,Brazil,South America,Portuguese,1.44,2021,7,3,30,122.20373138480014,🔥 Música para Balada,☀️ Verão,📈 Top 51-100
65,Pabllo Vittar,Triste com T,2021-06-24,1364941,2021-07-29,0.607,0.8959999999999999,0.523,Brazil,South America,Portuguese,1.36,2021,7,3,30,116.77798018910255,⚡ Energética,☀️ Verão,📈 Top 51-100
66,Zé Neto & Cristiano,Alô Ambev (Segue Sua Vida) - Ao Vivo,2020-03-26,1340527,2021-07-29,0.695,0.872,0.6459999999999999,Brazil,South America,Portuguese,1.34,2021,7,3,30,114.77037546489737,⚡ Energética,☀️ Verão,📈 Top 51-100
68,Simone & Simaria,Foi Pá Pum,2021-04-09,1323133,2021-07-29,0.627,0.818,0.449,Brazil,South America,Portuguese,1.32,2021,7,3,30,111.92843569520308,⚡ Energética,☀️ Verão,📈 Top 51-100
